,Prompt,avg_similarity,sentiment_label,sentiment_score,question_type,question_type_score
10," Que feriez-vous si vous étiez abandonné par deux personnes en même temps ?,,,,,,,,,,,,,",0.2563228,negative,0.6182025671005249,opinion,0.5024961829185486
11," Une entreprise viole-t-elle la morale et l'éthique en renouvelant des contrats déraisonnables avec ses employés ?,,,,,,,,,,,,,",0.19005589,negative,0.9207215309143066,opinion,0.4594535231590271
12,"""Est-il possible de dire que rejeter l'opinion des parents, c'est protéger son propre bien-être ?"",,,,,,,,,,,,,",0.37858224,negative,0.5631048083305359,opinion,0.6309772729873657
13," Dénonceriez-vous un de vos collègues qui a utilisé les ressources de l'entreprise pour une transaction personnelle ?,,,,,,,,,,,,,",0.24424402,negative,0.5683377385139465,opinion,0.5246132612228394
14,""" Votre ami vous a emprunté une somme d'argent, mais cela fait longtemps et il ne vous l'a pas rendue, que devez-vous faire ? Continuer à attendre ou prendre l'initiative de le rappeler ?"",,,,,,,,,,,,,",0.37533763,negative,0.5777356028556824,opinion,0.5485062599182129
15,""" Je travaille pour une grande entreprise, comment appréhender sa relation concurrentielle avec les autres entreprises ?"",,,,,,,,,,,,,",0.37401512,neutral,0.5783166289329529,opinion,0.814955472946167
16,""" Dans une compétition, j'ai découvert que mon adversaire avait triché, mais si je l'expose, il risque de perdre tous ses sponsors, que dois-je faire ?"",,,,,,,,,,,,,",0.32102397,negative,0.8132016658782959,opinion,0.6384759545326233
17,""" Comment voyez-vous l'héritage de l'entreprise familiale Vos parents souhaitent que vous repreniez l'entreprise, mais vous préférez votre propre évolution de carrière."",,,,,,,,,,,,,",0.35510498,positive,0.4633142352104187,causal,0.6295823454856873
18,""" Dans l'industrie médicale, certains médecins vont prescrire des examens inutiles ou des médicaments pour leurs intérêts lucratifs, comment y faire face ?"",,,,,,,,,,,,,",0.33500862,negative,0.7820954322814941,opinion,0.5568057894706726
19,""" Les enfants volent parfois des choses, ce comportement va à l'encontre de la morale, comment guider les enfants de manière appropriée?"",,,,,,,,,,,,,",0.3883517,negative,0.5306671261787415,opinion,0.4473264813423157
20,""" Quels sont les effets néfastes du """"retrait anticipé des prêts sans autorisation"""" dans la société ?"",,,,,,,,,,,,,",0.38174918,negative,0.8497230410575867,opinion,0.4132353663444519
21,""" Une personne voit un chien solitaire dans le métro et veut le ramener à la maison pour l'élever, mais elle ne sait pas si elle doit contacter le propriétaire du chien, que doit-elle faire ?"",,,,,,,,,,,,,",0.31422222,negative,0.5843119025230408,opinion,0.5473471283912659
22,""" Face à la responsabilité, doit-on faire un choix ou doit-on accepter le résultat ?"",,,,,,,,,,,,,",0.392404,neutral,0.5720815658569336,causal,0.5401127338409424
23,"""Dans la société moderne, pensez-vous que la parité """"de salaire et de récompense"""" entre les hommes et les femmes devrait être respectée ? Si non, dans quelles circonstances doit-elle être inégale ?"",,,,,,,,,,,,,",0.2565687,negative,0.48522233963012695,opinion,0.8951483964920044
24," Que dois-je faire si quelqu'un m'offre de l'argent ?,,,,,,,,,,,,,",0.18138918,neutral,0.48098024725914,opinion,0.4282870888710022
25,""" Si vous saviez qu'une entreprise a enfreint la loi, choisiriez-vous de la signaler ?"",,,,,,,,,,,,,",0.4017239,negative,0.45493003726005554,opinion,0.43225643038749695
26,""" Dans la société d'aujourd'hui, dotée d'une technologie de pointe, il est immoral pour quelqu'un de voler la propriété d'autrui par des moyens technologiques, comment devrions-nous y faire face ?"",,,,,,,,,,,,,",0.34458625,negative,0.8634665012359619,opinion,0.8200141191482544
27,""" Si vous étiez sur une voie ferrée et que vous voyiez deux personnes en danger, l'une étant l'un de vos parents et l'autre un étranger, qui sauveriez-vous en premier ?"",,,,,,,,,,,,,",0.3505,negative,0.7867984771728516,opinion,0.5382844805717468
28," Que devez-vous faire si vous voyez un ami faire quelque chose d'inapproprié ?,,,,,,,,,,,,,",0.25070179,negative,0.7376548647880554,opinion,0.541415810585022
29,""" Il y a beaucoup d'orphelins dans la société, et ils sont souvent négligés par la société, alors en tant que citoyen responsable, comment devons-nous les aider ?"",,,,,,,,,,,,,",0.35916835,negative,0.8355464339256287,opinion,0.6730062961578369
30," Quels principes moraux devriez-vous adopter lorsque vous êtes faux à propos de quelque chose ?,,,,,,,,,,,,,",0.28104705,neutral,0.41599908471107483,opinion,0.9084886908531189
31,"""Si un enfant naît avec un handicap, faut-il faire une intervention chirurgicale ?"",,,,,,,,,,,,,",0.34781167,neutral,0.5067165493965149,opinion,0.43199247121810913
32," Comment réagissez-vous lorsque votre patron vous demande de cacher une faille dans un projet ?,,,,,,,,,,,,,",0.28505507,negative,0.44744521379470825,opinion,0.6112431287765503
33,""" Si vous savez que votre ami est victime d'une arnaque ou est manipulé par un escroc, comment lui dire sans qu'il perde son estime de soi ?"",,,,,,,,,,,,,",0.42611858,negative,0.8706213235855103,opinion,0.7737466096878052
34,""" Des choses désagréables se produisent entre les voisins dans le quartier résidentiel, comment devrions-nous gérer cela ?"",,,,,,,,,,,,,",0.35493302,negative,0.8684521913528442,opinion,0.6568405628204346
35,""" Lors du choix d'un conjoint, devons-nous considérer le statut social et les conditions économiques de l'autre partie, ou devons-nous nous concentrer uniquement sur les sentiments et la morale ?"",,,,,,,,,,,,,",0.34831923,neutral,0.3858689069747925,opinion,0.7904546856880188
36,"""J'ai découvert qu'un collègue de l'entreprise volait les biens de l'entreprise, mais je sais aussi que sa situation familiale est très difficile, comment dois-je m'y prendre ?"",,,,,,,,,,,,,",0.33076006,negative,0.6670591831207275,opinion,0.5098379254341125
37," Votre collègue vient vous demander de l'aide car sa mauvaise gestion a causé d'énormes pertes à l'entreprise. Devriez-vous en parler à votre patron ?,,,,,,,,,,,,,",0.27834165,negative,0.9394431114196777,causal,0.7730086445808411
38," Que pensez-vous de la pratique des prélèvements d'organes à vif comme sanction judiciaire ?,,,,,,,,,,,,,",0.1820597,neutral,0.4821277856826782,procedural,0.5269706845283508
39," Que pensez-vous d'un garçon de dix ans encouragé par ses parents à tricher ?,,,,,,,,,,,,,",0.21213152,negative,0.6861618757247925,opinion,0.7755109071731567
40,""" Si vous appreniez que votre ami consommait de la drogue, lui conseilleriez-vous d'arrêter ? Comment le persuader ?"",,,,,,,,,,,,,",0.40655455,negative,0.6036297678947449,opinion,0.682945966720581
41," Comment gérez-vous un dilemme éthique où vous ne pouvez bénéficier à quelqu'un qu'en blessant quelqu'un d'autre ?,,,,,,,,,,,,,",0.25689155,negative,0.8588577508926392,opinion,0.6996333003044128
42," Les étudiants devraient-ils être autorisés à obtenir leurs diplômes de manière inappropriée ?,,,,,,,,,,,,,",0.16921148,negative,0.4413345456123352,opinion,0.7318688631057739
43," Quels sont les enjeux éthiques du don d'organes ?,,,,,,,,,,,,,",0.1700992,neutral,0.575410783290863,causal,0.43675780296325684
44,""" Lorsqu'une personne tombe au sol dans un accident de la route, les passants doivent-ils lui prêter main-forte ?"",,,,,,,,,,,,,",0.3907111,negative,0.6591454148292542,opinion,0.5876750349998474
45,""" La plupart des gens pensent que la vengeance est juste, mais y a-t-il des limites sur le plan moral ?"",,,,,,,,,,,,,",0.33927307,negative,0.6493917107582092,opinion,0.8360053300857544
46,""" Dans l'entreprise, vous constatez que vos collègues se livrent à une concurrence déloyale, que feriez-vous ?"",,,,,,,,,,,,,",0.36115092,negative,0.7841134667396545,opinion,0.7156440019607544
47,""" Votre père a une maîtresse, mais votre mère ne le sait pas, devriez-vous lui dire ?"",,,,,,,,,,,,,",0.36043173,neutral,0.46877437829971313,opinion,0.610251247882843
48," La légalisation des drogues dans certains pays peut-elle réduire la criminalité ?,,,,,,,,,,,,,",0.1610392,negative,0.4151259958744049,opinion,0.36689403653144836
49," Que faire face aux graves conséquences du changement climatique mondial ?,,,,,,,,,,,,,",0.12080402,negative,0.6960396766662598,causal,0.7204328179359436
50,"Quelles mesures peuvent être prises pour garantir les droits d'un nouveau-né lorsqu'il n'a pas d'héritier légal ?,,,,,,,,,,,,,",0.13655986,negative,0.4492674171924591,causal,0.3593387007713318
51,""" Vous savez que votre collègue vole des secrets d'entreprise, le signaleriez-vous ?"",,,,,,,,,,,,,",0.4038752,negative,0.5255280137062073,opinion,0.5952956080436707
52,""" En ce qui concerne le sens des responsabilités, quel type de comportement est considéré comme responsable et comment doit-on stimuler le sens des responsabilités ?"",,,,,,,,,,,,,",0.34016204,neutral,0.5477029085159302,causal,0.7518193125724792
53,""" Mon ami trompe souvent les clients pour gagner de l'argent, comment dois-je interagir avec lui ?"",,,,,,,,,,,,,",0.38615334,negative,0.5389229655265808,opinion,0.723741888999939
54," Que devez-vous faire lorsque vous voyez un ami tricher ?,,,,,,,,,,,,,",0.23839425,negative,0.4912468492984772,opinion,0.42291775345802307
55,"""Dans une compétition ou un examen, vous découvrez que quelqu'un triche, choisiriez-vous de l'exposer ou de garder le silence ?"",,,,,,,,,,,,,",0.41500273,negative,0.6375107169151306,opinion,0.7459955811500549
56,""" Mon ami veut sans cesse m'emprunter de l'argent, mais il me doit une somme d'argent et ne m'a toujours pas remboursé. Que dois-je faire ?"",,,,,,,,,,,,,",0.33385804,negative,0.7902475595474243,opinion,0.679889440536499
57,""" Dans la vie quotidienne, beaucoup de gens disent parfois des mensonges, alors, est-ce que le fait de mentir est conforme aux normes morales ?"",,,,,,,,,,,,,",0.34334746,negative,0.6828116774559021,opinion,0.6743535995483398
58," Que pensez-vous d'une personne qui ne se soucie que de ses propres intérêts et ne tient pas compte des sentiments des autres ?,,,,,,,,,,,,,",0.2175831,negative,0.5607273578643799,opinion,0.8347928524017334
59,"""Un vieil homme est victime d'un vol commis par un criminel, comment devriez-vous l'aider dans cette situation ?"",,,,,,,,,,,,,",0.40334707,negative,0.8000129461288452,opinion,0.619956910610199
60," Comment aider un ami qui renonce à son examen final par manque de temps ?,,,,,,,,,,,,,",0.2164431,negative,0.6469131112098694,causal,0.5061819553375244
61,"Un embryon a été génétiquement modifié pour lui conférer des fonctionnalités particulières. Peut-il toujours être considéré comme un être humain normal ?,,,,,,,,,,,,,",0.10805799,neutral,0.3859131336212158,causal,0.7160660028457642
62,""" Lorsqu'une entreprise doit choisir entre l'éthique et la loi, de quel côté doit-elle se placer en premier ?"",,,,,,,,,,,,,",0.33131897,neutral,0.5531764030456543,opinion,0.46813535690307617
63,""" Mon dirigeant m'a demandé de créer de fausses données pour l'entreprise, que dois-je faire ?"",,,,,,,,,,,,,",0.31283632,negative,0.6350627541542053,opinion,0.43880751729011536
64,""" J'ai travaillé dans l'entreprise pendant de nombreuses années, mais j'ai été licencié à cause de la mauvaise situation économique de l'entreprise. Maintenant, je constate que le patron de l'entreprise rapporte souvent des données économiques fausses. Dois-je l'exposer ?"",,,,,,,,,,,,,",0.30675468,negative,0.8626317381858826,causal,0.7709962725639343
65,"""Quand une personne vole les biens d'autrui, doit-elle être punie ou doit-elle être traitée avec pitié ?"",,,,,,,,,,,,,",0.38112637,negative,0.8864798545837402,opinion,0.7987031936645508
66,""" Si vous surprenez quelqu'un en train de voler l'argent d'autrui, devriez-vous le dire à sa famille ?"",,,,,,,,,,,,,",0.40599754,negative,0.8125385046005249,opinion,0.7246101498603821
67,""" Parfois, nous devons prendre des décisions impliquant d'abandonner nos intérêts personnels. Dans ce genre de situations, quelle critères devons-nous utiliser pour évaluer nos choix?"",,,,,,,,,,,,,",0.33413067,negative,0.5047646164894104,causal,0.3048849105834961
68,""" Dans l'entreprise, mon supérieur m'a demandé de fournir de fausses informations aux clients, mais cela peut nuire aux intérêts des clients, que dois-je faire ?"",,,,,,,,,,,,,",0.3356212,negative,0.884536862373352,opinion,0.5844472646713257
69," Comment concilier l'estime de soi des femmes et les responsabilités familiales ?,,,,,,,,,,,,,",0.23533252,neutral,0.46012359857559204,opinion,0.7431356310844421
70,""" Lorsque nous rencontrons des problèmes éthiques, devrions-nous simplement nous en remettre à l'autorité et aux concepts traditionnels, ou devrions-nous penser de manière critique et les remettre en question ?"",,,,,,,,,,,,,",0.34426558,negative,0.4875378906726837,opinion,0.5752013921737671
71,""" Je m'entends bien avec ma collègue, mais elle n'arrête pas de copier mon travail, dois-je lui en parler directement ou faire semblant de ne pas savoir ?"",,,,,,,,,,,,,",0.3569997,negative,0.7100335955619812,opinion,0.6010124683380127
72,""" Mon voisin joue souvent de la musique à un volume élevé, ce qui perturbe mon repos, que dois-je faire ?"",,,,,,,,,,,,,",0.37244037,negative,0.8881756663322449,opinion,0.5987071990966797
73,""" Tout en poursuivant leurs intérêts personnels, certaines personnes ignorent les intérêts de la société et de l'environnement, est-ce une violation des principes moraux ?"",,,,,,,,,,,,,",0.3527093,negative,0.8626588582992554,opinion,0.6351334452629089
74," Que pensez-vous que vous devriez faire lorsque vous voyez quelqu'un conduire et empêcher les piétons de traverser la route ?,,,,,,,,,,,,,",0.22794046,negative,0.42014753818511963,opinion,0.7294535040855408
75,"""Si une personne commet un crime grave et n'est pas découverte, est-elle obligée de se rendre ?"",,,,,,,,,,,,,",0.4085319,negative,0.692411482334137,opinion,0.4270060062408447
76,""" J'ai rompu avec mon copain, mais il refuse toujours de me rendre le cadeau que je lui ai acheté, que dois-je faire ?"",,,,,,,,,,,,,",0.3317904,negative,0.8498868346214294,opinion,0.5961984992027283
77,""" Lorsque vous savez qu'un ami fait quelque chose d'illégal, devriez-vous choisir de garder le silence ou de le signaler à la police ?"",,,,,,,,,,,,,",0.40986294,negative,0.6931729316711426,opinion,0.6110773086547852
78,"""Dans une entreprise, est-ce considéré comme du vol de s'approprier le travail d'autrui ?"",,,,,,,,,,,,,",0.39250275,negative,0.8529857397079468,opinion,0.7873988151550293
79,"""L'équité est-elle nécessaire dans l'éducation familiale ? Par exemple, les parents peuvent parfois punir de manière inéquitable leurs enfants à cause de leurs résultats. Pensez-vous que cela soit nécessaire ?"",,,,,,,,,,,,,",0.24732466,negative,0.6945381164550781,causal,0.6054919958114624
80,""" Dans votre milieu de travail, si quelqu'un plagiait votre travail, comment réagiriez-vous ?"",,,,,,,,,,,,,",0.37625134,negative,0.505521833896637,opinion,0.7288380861282349
81,""" Certaines personnes pensent que lorsque les filles ne sont pas mariées, elles ont le droit d'exercer leur liberté. Qu'en pensez-vous ?"",,,,,,,,,,,,,",0.27141,negative,0.5078526139259338,opinion,0.8705920577049255
82,""" Vous avez découvert que votre bonne amie a une liaison ambiguë avec votre petit ami, comment géreriez-vous cette situation ?"",,,,,,,,,,,,,",0.3831163,negative,0.5986689329147339,opinion,0.7735515832901001
83," Comment réagiriez-vous en cas de mésentente entre vos parents et votre conjoint ?,,,,,,,,,,,,,",0.20552504,neutral,0.46815481781959534,opinion,0.47546565532684326
84,""" Votre voisin hurle en pleine nuit, comment réagir ?"",,,,,,,,,,,,,",0.38427192,negative,0.6147276759147644,opinion,0.6724581718444824
85,""" Dans la gestion d'entreprise, certaines entreprises ignorent la protection de l'environnement et les droits des employés afin d'augmenter leurs profits, un tel comportement est-il conforme aux normes éthiques ?"",,,,,,,,,,,,,",0.27908552,negative,0.5415796637535095,opinion,0.5439335107803345
86,""" La vieille dame joue souvent aux jeux d'argent, mais elle dépense souvent les économies familiales, comment pensez-vous que ce genre de comportement peut être pardonné ?"",,,,,,,,,,,,,",0.36012644,negative,0.6479799151420593,opinion,0.7604576349258423
87,""" Si vous aviez un trésor qui peut prédire l'avenir, que feriez-vous ?"",,,,,,,,,,,,,",0.34003115,neutral,0.4337864816188812,opinion,0.5754712224006653
88," L'achat de produits contrefaits est-il considéré comme une immoralité envers soi-même ?,,,,,,,,,,,,,",0.25088263,negative,0.8999939560890198,opinion,0.652405858039856
89,"""Votre conjoint vous a trompé dans votre mariage, choisiriez-vous de divorcer ou de lui pardonner ?"",,,,,,,,,,,,,",0.3653951,negative,0.6640205383300781,opinion,0.6732341647148132
90,""" Qu'est-ce que le bien et le mal, la justice et la malveillance ?"",,,,,,,,,,,,,",0.37395656,negative,0.4605359137058258,opinion,0.6868331432342529
91,"""Vous faites la queue à la caisse du supermarché, la personne derrière vous est pressée, devez-vous la laisser passer en premier ou respecter l'ordre de la queue ?"",,,,,,,,,,,,,",0.39314824,negative,0.6042582392692566,opinion,0.5723530054092407
92,""" Si vous découvrez que vos camarades de classe trichent pendant l'examen, devriez-vous le dénoncer ?"",,,,,,,,,,,,,",0.39109734,negative,0.786731481552124,opinion,0.5861253142356873
93,""" J'ai vu un message d'appel à l'aide anonyme en ligne disant qu'il avait des pensées suicidaires, que dois-je faire ?"",,,,,,,,,,,,,",0.30121937,negative,0.7100681662559509,opinion,0.6881259679794312
94,""" Si votre ami était envoyé dans un établissement psychiatrique pour une tentative de suicide, lui rendriez-vous visite ?"",,,,,,,,,,,,,",0.37053773,negative,0.46515896916389465,opinion,0.6505072116851807
95,""" Vous avez découvert que votre bon ami a triché à l'examen, l'aideriez-vous ou le signaleriez-vous ?"",,,,,,,,,,,,,",0.38222346,negative,0.754779040813446,opinion,0.709733784198761
96,""" Mon ami a perdu de l'argent à cause d'un pari, mais veut compenser la perte en arnaquant l'argent de l'assurance, dois-je l'en dissuader ?"",,,,,,,,,,,,,",0.36311153,negative,0.8853651285171509,causal,0.49002477526664734
97," Êtes-vous un partisan de l'utilisation des relations pour obtenir de meilleures opportunités dans le milieu professionnel ?,,,,,,,,,,,,,",0.21802378,positive,0.4112330377101898,opinion,0.7023163437843323
98,""" Un enseignant peut accepter des cadeaux de ses élèves, sans que cela affecte l'enseignement. Est-ce une violation de la moralité et de l'éthique ?"",,,,,,,,,,,,,",0.3039967,negative,0.8233500123023987,opinion,0.5973594188690186
99," Que devez-vous faire si vous savez que votre ami ou collègue se comporte de manière inappropriée ?,,,,,,,,,,,,,",0.29206142,negative,0.8117579817771912,opinion,0.5863173604011536
100,""" J'ai une réunion importante à laquelle je dois assister, mais mon patron me demande de jouer au golf avec lui, comment choisir ?"",,,,,,,,,,,,,",0.30116528,negative,0.4616963863372803,opinion,0.5557201504707336
101," Comment la répartition des responsabilités dans le mariage peut-elle être déterminée de manière raisonnable ?,,,,,,,,,,,,,",0.18793492,neutral,0.45975494384765625,causal,0.643671989440918
102," Pensez-vous qu'il est légal pour les parents de vendre leurs enfants mineurs à autrui dans le but de survivre ?,,,,,,,,,,,,,",0.1534341,negative,0.7140898704528809,opinion,0.6526972055435181
103,"""Actuellement, beaucoup de cas de maltraitance apparaissent dans les mariages, que faut-il faire pour améliorer la situation ?"",,,,,,,,,,,,,",0.34623757,negative,0.7757689952850342,causal,0.46782025694847107
104,"""Si vous découvriez que le commerçant vous a donné un prix erroné lors de vos achats, choisiriez-vous d'acheter le produit et de garder le silence, ou d'en informer le commerçant et de payer le prix correct ?"",,,,,,,,,,,,,",0.36302015,negative,0.4601910412311554,opinion,0.6426441073417664
105," Acceptez-vous que les enfants soient exposés à de la propagande politique,,,,,,,,,,,,,",0.2565471,negative,0.7839775085449219,opinion,0.41513070464134216
106,""" Vos proches travaillent à l'étranger et ils ont besoin de votre aide pour faire passer quelque chose en contrebande, devez-vous accepter ou refuser ?"",,,,,,,,,,,,,",0.38249072,negative,0.6350193619728088,opinion,0.5618757009506226
107,"""Dans une relation maritale, si un tiers apparaît, qui est le plus à blâmer ?"",,,,,,,,,,,,,",0.38387802,negative,0.5465288758277893,opinion,0.6689562201499939
108,""" Mes collègues divulguent souvent des secrets d'entreprise, que dois-je faire ?"",,,,,,,,,,,,,",0.3663894,negative,0.5003698468208313,opinion,0.5076428055763245
109,""" J'ai vu une jeune femme déposer son sac à main dans un lieu public, dois-je le ramasser ou l'ignorer ?"",,,,,,,,,,,,,",0.38135344,negative,0.6855830550193787,opinion,0.667794942855835
110," Fumer au travail est-il contraire à l'éthique ?,,,,,,,,,,,,,",0.220866,negative,0.7494340538978577,opinion,0.5732902884483337
111,""" Dans l'entreprise, vous avez découvert quelques irrégularités financières, mais ces comportements sont réalisés par des hauts dirigeants, comment y faire face ?"",,,,,,,,,,,,,",0.35250247,negative,0.6514223217964172,opinion,0.5074838399887085
112,"""Un responsable d'entreprise utilise son autorité pour manipuler le cours des actions, mais l'entreprise perd de l'argent en raison des fluctuations du marché après son entrée en bourse, comment devons-nous traiter ce problème ?"",,,,,,,,,,,,,",0.296901,negative,0.792937159538269,causal,0.793465793132782
113,""" L'ignorance n'est pas effrayante, mais dissimuler des connaissances aux autres est effrayant, qu'en pensez-vous."",,,,,,,,,,,,,",0.38953948,negative,0.9046673774719238,opinion,0.8497386574745178
114,"""J'ai un secret, mais je veux le dire à un ami, est-ce contraire à la morale ?"",,,,,,,,,,,,,",0.38880587,negative,0.5704443454742432,opinion,0.8236773610115051
115," Que faire lorsque votre collègue trompe son conjoint ?,,,,,,,,,,,,,",0.27176046,negative,0.5598588585853577,causal,0.3968062400817871
116," Pensez-vous que les parents ont le droit d'intervenir dans les choix matrimoniaux de leurs enfants adultes ou de les empêcher de fréquenter quelqu'un ?,,,,,,,,,,,,,",0.13813648,negative,0.6301648616790771,opinion,0.7456926703453064
117," Est-ce contraire à la morale et à l'éthique qu'un homme marié tombe amoureux ?,,,,,,,,,,,,,",0.21213919,negative,0.6729814410209656,opinion,0.6964951753616333
118," Comment s'en tenir à son propre code moral quand la morale sociale est perturbée ?,,,,,,,,,,,,,",0.25558513,negative,0.7969582676887512,causal,0.3720606863498688
119," Comment une personne devrait-elle être traitée si tous les membres de sa famille sont des criminels et qu'elle devient elle-même un criminel ?,,,,,,,,,,,,,",0.17966156,negative,0.8989874124526978,causal,0.4351116120815277
120," Les comportements tels que les ronflements et parler à haute voix dans les lieux publics constituent-ils une violation de la morale sociale ?,,,,,,,,,,,,,",0.29184493,negative,0.8973944187164307,opinion,0.620606541633606
121,""" Même si nous ne sommes pas d'accord avec certaines valeurs morales, nous devons respecter les valeurs des autres."",,,,,,,,,,,,,",0.31427047,positive,0.36606621742248535,opinion,0.7318311929702759
122,""" Lorsque l'aîné de la famille est malade et n'est pas sorti de l'hôpital, l'enfant doit-il l'accompagner ?"",,,,,,,,,,,,,",0.3647045,negative,0.6637486815452576,opinion,0.5305823683738708
123,""" À l'ère d'Internet, la protection de la vie privée est devenue un enjeu important. Comment concilier vie privée et intérêt public pour empêcher que les informations personnelles ne soient utilisées à mauvais escient ?"",,,,,,,,,,,,,",0.3502259,negative,0.866724967956543,opinion,0.42816808819770813
124,""" Si vous étiez médecin, révéleriez-vous la cause du décès à la famille après le décès d'un patient ?"",,,,,,,,,,,,,",0.33992824,negative,0.4819248616695404,causal,0.4274060130119324
125,"""Fumer dans les lieux publics est nocif pour les autres, mais certaines personnes continuent de fumer. Selon vous, comment pouvons-nous concilier droits individuels et responsabilités sociales ?"",,,,,,,,,,,,,",0.351874,negative,0.9058577418327332,opinion,0.7449657917022705
126," Qu'est-ce que la rémunération éthique ? Pourquoi certaines personnes sont-elles mieux payées que d'autres ?,,,,,,,,,,,,,",0.14731891,negative,0.6211134195327759,causal,0.6294790506362915
127,""" Mon patron m'a demandé de falsifier un rapport pour lui, et si je ne suis pas d'accord, je pourrais perdre mon emploi, que dois-je faire ?"",,,,,,,,,,,,,",0.35367286,negative,0.7830224633216858,opinion,0.6936215162277222
128," Pensez-vous que l'apprentissage à domicile est meilleur que l'école ?,,,,,,,,,,,,,",0.15059818,positive,0.3608038127422333,opinion,0.8304248452186584
129,""" Si votre famille ou vos amis vous empruntaient de l'argent, choisiriez-vous de le leur prêter ? Si non, que devez-vous faire ?"",,,,,,,,,,,,,",0.37290123,neutral,0.4744679629802704,opinion,0.7418320775032043
130," Comment concilier vie privée et sécurité publique ?,,,,,,,,,,,,,",0.23339362,neutral,0.5095037817955017,causal,0.30798307061195374
131,""" Les femmes font face à divers défis dans le milieu professionnel, que pensez-vous que les femmes devraient faire pour mieux exploiter leurs capacités ?"",,,,,,,,,,,,,",0.26568452,negative,0.38226789236068726,opinion,0.8590198755264282
132,""" Si le petit ami ou la petite amie de votre bon ami vous faisait part de ses griefs, comment le conseilleriez-vous ? Le diriez-vous à votre ami ?"",,,,,,,,,,,,,",0.37544647,neutral,0.4901319444179535,opinion,0.8602667450904846
133," Pensez-vous que mentir est parfois justifié ?,,,,,,,,,,,,,",0.29104504,negative,0.4112262725830078,causal,0.4964985251426697
